OBJECTID,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape__Area,Shape__Length,population,pop_2020,popchange10to20,area_km2,area_hectares,pop_growth_rate,pop_growth_density,JoinKey,less than high school,commuting time,GEOID,citizen ratio,unemployment,unrelated individual,per capita income,GINI index,gross rent,%structure early built,median structure year,facility density,pop_density,tree_count,good_tree_count,ComFAR,ResFAR,assesstot,NumFloors,Avr floor area,building_count,avr height,building density,growth_classify,growth_classify2,pop change type,tree density,good tree density,popchange10to20_binary
47,267,3,Brooklyn,26700,3026700,E,BK75,Bedford,4003,1717368.01377869,5340.24406543808,3920,4228,308,0.15954864058408164,15.954864058408164,0.07857142857142857,19.304457804996776,Brooklyn_26700,0.233442233,45.48599083,14000US36047026700,0.908365626,7.1,42.4,30027,0.469,1140,0.9390009606147934,1939,3.823,245.69309933632258,190,152,0.16960203107931313,1.566882699124788,37513.83737024222,2.7482698961937717,1265.8847969782814,572,39.63610964716783,35.85113592356544,2,2,1,11.908594100485024,9.526875280388019,1
48,269,3,Brooklyn,26900,3026900,E,BK75,Bedford,4003,1441848.68537903,5051.01856784986,2770,3005,235,0.13395206841776802,13.395206841776803,0.08483754512635379,17.54358874601958,Brooklyn_26900,0.177058824,47.77684407,14000US36047026900,0.83393647,8.4,27.7,23921,0.551,1013,0.9448028673835125,1939,5.226,206.79038649563506,124,92,0.3670438331965778,1.2977991941005231,79979.99426934097,3.0021489971346704,1520.1593891672633,349,39.92533413653295,26.054095627067376,2,2,1,9.257042572367778,6.868128360143835,1
49,270,3,Brooklyn,27000,3027000,E,BK28,Bensonhurst West,4017,1444005.58811951,5255.80077531368,2449,2719,270,0.13415245115306684,13.415245115306686,0.11024908125765619,20.12635607320601,Brooklyn_27000,0.262461059,46.18463811,14000US36047027000,0.869142857,4.3,14.6,23690,0.485,972,0.7845188284518828,1939,2.162,182.55350378993157,162,130,0.1090290092071466,1.084957129350468,94977.32813,2.2734375,2009.7474226804125,419,23.588333318854414,31.233122943234516,2,2,1,12.075813643923608,9.690467738951043,1
50,272,3,Brooklyn,27200,3027200,E,BK28,Bensonhurst West,4017,1422363.32780457,7299.79737066226,3480,3633,153,0.13214182024302795,13.214182024302797,0.04396551724137931,11.578469232420955,Brooklyn_27200,0.298915606,47.05732484,14000US36047027200,0.799934189,5.1,48.5,19406,0.497,1028,0.9146443514644351,1939,2.043,263.35341783545704,151,108,0.04900920371662235,1.3399297898700897,59208.696594427245,2.2035603715170278,1910.5809624165788,497,22.68932004277666,37.61110593799487,1,1,1,11.42711669343506,8.173037105238322,1
51,273,3,Brooklyn,27300,3027300,E,BK35,Stuyvesant Heights,4003,1611451.00134277,5273.31394723213,2813,3131,318,0.14970863237774737,14.970863237774736,0.11304656949875577,21.24126010299907,Brooklyn_27300,0.180810029,44.94741036,14000US36047027300,0.95864549,8.9,40.5,20202,0.531,842,0.8140180430256766,1939,2.538,187.89831657149807,185,160,0.30991652783044793,1.2082040487624046,79954.03134796239,2.9733542319749215,1878.1560358460727,328,40.69054687283537,21.90922425718143,2,2,1,12.357336852373674,10.687426466917772,1
52,278,3,Brooklyn,27800,3027800,E,BK28,Bensonhurst West,4017,1727742.05062866,6104.40787350945,3220,3542,322,0.1605124197295544,16.05124197295544,0.1,20.060752964944033,Brooklyn_27800,0.304131409,45.46755504,14000US36047027800,0.807349666,10.3,23.4,20117,0.382,936,0.7320034692107545,1939,1.994,200.60752964944035,59,16,0.2381063945310663,1.0533392047130647,110884.4054054054,2.3902027027027026,2134.7915194346288,359,28.924069113788303,22.365870541661206,2,2,1,3.6757280277381925,0.9968076007425607,1
53,279,3,Brooklyn,27900,3027900,E,BK35,Stuyvesant Heights,4003,1743087.93353271,5389.74576606091,3674,3674,0,0.16193809828898936,16.193809828898935,0,0,Brooklyn_27900,0.245901639,44.56414474,14000US36047027900,0.893957704,8.7,16.3,21540,0.447,783,0.8380731282646546,1939,2.1,226.87681520401097,113,87,0.10050049303184486,1.388823650606179,26067.031423290202,2.3331792975970425,1391.6133887898593,527,35.51806575633776,32.54329929573048,1,1,0,6.977974991304637,5.372423223393836,0
54,284,3,Brooklyn,28400,3028400,E,BK28,Bensonhurst West,4017,1768012.29960632,6096.04496430917,4003,4396,393,0.16425364667032594,16.425364667032596,0.09817636772420685,23.926409426318042,Brooklyn_28400,0.322554568,47.6907994,14000US36047028400,0.69685498,6.2,17.8,17697,0.412,947,0.8215277777777777,1939,0.609,243.7084400344812,70,36,0.139636741254537,1.2485812404922618,75803.06214689265,2.4004237288135593,1972.7790526625479,476,27.071697013361344,28.979569686838136,2,2,1,4.26170142453502,2.1917321611894387,1
55,288,3,Brooklyn,28800,3028800,E,BK28,Bensonhurst West,4017,1644934.09080505,5777.68813443598,3458,3900,442,0.15281931183806155,15.281931183806154,0.12781954887218044,28.923046091738414,Brooklyn_28800,0.380876068,47.18693467,14000US36047028800,0.840206186,4,16.7,19083,0.473,914,0.8096085409252669,1939,0.916,226.2803017765417,81,38,0.2756897472609841,1.1068900668315387,95461.1981707317,2.3513719512195124,1997.0009724473257,455,25.349363376351647,29.773723917966016,2,2,1,5.300377224956588,2.4865967228191397,1
56,291,3,Brooklyn,29100,3029100,E,BK35,Stuyvesant Heights,4003,1772059.51799011,5439.93873614443,3101,3042,-59,0.16462964539983518,16.46296453998352,-0.019026121,-3.583801681,Brooklyn_29100,0.220640569,46.79265873,14000US36047029100,0.905372617,22.6,5.6,17138,0.476,1007,0.7244152046783626,1939,3.948,188.36218668081418,160,101,0.3078112017153283,1.1022834986991614,55660.05011389522,2.3952164009111616,1673.662387066096,442,34.70732840341629,26.84814141016442,1,1,0,9.718784220873998,6.134982539426711,0
57,293,3,Brooklyn,29300,3029300,E,BK35,Stuyvesant Heights,4003,1770060.59790039,5437.78521715981,3106,3402,296,0.16444393972673993,16.444393972673993,0.0952994204764971,18.00005524629668,Brooklyn_29300,0.291317992,41.03950834,14000US36047029300,0.914005691,5.3,47.8,17824,0.456,655,0.548339483394834,1939,2.676,188.87895809120772,225,101,0.3742645847428357,1.202599533515701,104437.70833333333,2.5476190476190474,2202.733644859813,343,37.72524099446064,20.858172126620815,2,2,1,13.682474427083624,6.141910742824205,1
58,298,3,Brooklyn,29800,3029800,E,BK29,Bensonhurst East,4017,2379873.99665833,7431.07792571987,3717,3955,238,0.22109743391154882,22.109743391154883,0.064030131826742,10.764484950793827,Brooklyn_29800,0.342218738,49.73412948,14000US36047029800,0.777716186,3.8,17.9,21777,0.438,1070,0.8539584934665642,1939,1.583,168.11592673151534,122,108,0.1551544697269147,0.8969159290209842,71924.62340425533,2.201595744680851,1516.319884029959,644,24.63824962234472,29.127429866853884,2,2,1,5.517929260490953,4.884724263385434,1
59,300,3,Brooklyn,30000,3030000,I,BK29,Bensonhurst East,4017,2099450.94514465,7243.13150027427,4120,4224,104,0.19504529115677344,19.504529115677343,0.02524271844660194,5.3320948884844865,Brooklyn_30000,0.417882529,45.33514616,14000US36047030000,0.675145148,6,4.2,17986,0.362,1009,0.6536994660564455,1950,1.794,211.23298981303927,180,22,0.12767507111610452,1.0224097901178495,56721.85093167702,2.111801242236025,1509.3803921568629,559,25.97418676509839,28.660010025604116,1,1,1,9.228625768530842,1.1279431494871028,1
60,309,3,Brooklyn,30900,3030900,E,BK61,Crown Heights North,4006,1587377.32989502,5470.58144336804,1754,2209,455,0.14747211607923705,14.747211607923704,0.2594070695553022,30.85329024203651,Brooklyn_30900,0.282110092,51.50081833,14000US36047030900,0.727048675,6.6,20.6,15207,0.425,849,0.5913173652694611,1956,3.594,118.93773864732317,99,79,0.5318201769810652,0.5920914980888929,101167.27309236948,1.6927710843373494,2994.8873072360616,227,31.348510320969165,15.392740406466567,2,2,1,6.713133481234318,5.356944899166779,1
61,317.01,3,Brooklyn,31701,3031701,E,BK61,Crown Heights North,4006,1504294.00791931,5033.48598215243,3433,3999,566,0.13975342621772766,13.975342621772766,0.16487037576463734,40.499901527867024,Brooklyn_31701,0.160452451,50.55155321,14000US36047031701,0.698118353,9.9,27.7,18630,0.5,1014,0.9177514792899408,1939,4.365,245.64692923174468,129,82,0.36516838716486244,1.5680894204537708,95429.54807692308,3.0224358974358974,2194.698833510074,321,41.009419696760126,22.969025424815044,2,2,1,9.23054292772941,5.86747689979699,1
62,329,3,Brooklyn,32900,3032900,E,BK60,Prospect Lefferts Gardens-Wingate,4011,1683542.52565002,7138.85275709412,5582,5707,125,0.1564061512604638,15.64061512604638,0.02239340738086707,7.992013037379648,Brooklyn_32900,0.253213752,56.66089888,14000US36047032900,0.796435644,9.9,18.9,18907,0.434,945,0.9453193350831146,1939,3.197,356.89133419722555,186,87,0.24972990246055055,2.218934027724942,143612.76923076922,2.4853479853479854,3825.690493736183,280,31.024593202714282,17.90210920373041,1,1,1,11.892115399620916,5.562441074016235,1
63,337,3,Brooklyn,33700,3033700,E,BK61,Crown Heights North,4006,2126882.24098206,7545.47882459007,4105,2313,-1792,0.1975937408339563,19.75937408339563,-0.436540804,-90.69113184,Brooklyn_33700,0.184199584,36.37790698,14000US36047033700,0.868718442,7.7,19.5,20197,0.451,1021,0.8921815889029003,1939,2.733,207.74949564063112,497,420,0.30040251566012655,1.6025653575495322,109222.92470588235,2.625294117647059,2038.5301366793637,445,35.21339646719101,22.520956287474018,0,0,0,25.152618595223792,21.25573402413278,0
64,339,3,Brooklyn,33900,3033900,E,BK61,Crown Heights North,4006,1945657.78860474,7419.80369751012,4376,4676,300,0.18075744553474615,18.075744553474618,0.06855575868372943,16.596826709543887,Brooklyn_33900,0.169262721,45.47512438,14000US36047033900,0.882535144,7.8,55,22256,0.493,938,0.8012232415902141,1939,3.707,242.09237893654685,163,67,0.22215596538817076,1.6121883950355362,65730.24093816632,2.7457356076759063,1879.9697146185206,474,34.6172276578903,26.222986201079344,2,2,1,9.01760917885218,3.7066246317981353,1
65,341,3,Brooklyn,34100,3034100,E,BK61,Crown Heights North,4006,1504308.02812195,5030.77696399313,2607,2685,78,0.13975472873661351,13.975472873661353,0.02991944764096663,5.58120649691943,Brooklyn_34100,0.260869565,40.32319392,14000US36047034100,0.803248431,10.3,35,20182,0.433,905,0.8321858864027539,1939,2.791,186.5410940701148,130,71,0.4142709263728818,1.1072938812700044,346986.2322580645,3.0258064516129033,3610.4818763326225,169,39.99558855893491,12.092614076658766,1,1,1,9.30201082819905,5.080328990785635,1
66,342,3,Brooklyn,34200,3034200,E,BK21,Seagate-Coney Island,4018,2475181.58398438,7381.41739801975,6502,7060,558,0.22995179469690089,22.995179469690086,0.08581974776991695,24.265955424940216,Brooklyn_34200,0.35579654,45.93625498,14000US36047034200,0.850244073,13.3,62.2,13242,0.463,516,0.13760504201680673,1971,3.827,282.75491428846107,67,48,0.22371049733589918,1.6269719351716927,575462.1666666666,2.8684210526315788,10175.810397553516,101,49.1339948320792,4.392224906664806,2,2,1,2.913654146005366,2.0873940150486208,1
67,388,3,Brooklyn,38800,3038800,E,BK25,Homecrest,4016,2130565.77232361,5947.05624463868,3841,4047,206,0.19793595194618033,19.79359519461803,0.05363186670137985,10.407406940201158,Brooklyn_38800,0.160511364,51.4604147,14000US36047038800,0.921087099,10.1,7.9,21077,0.393,1019,0.7295454545454545,1953,0.808,194.05267018112937,105,76,0.08854416209598534,1.0842581816856998,64371.76953907816,1.9639278557114228,1740.9448979591837,647,23.143564844265843,32.68734121509781,2,1,1,5.304746255927775,3.839625861433437,1
68,396,3,Brooklyn,39600,3039600,E,BK25,Homecrest,4016,1757819.33850098,5569.96036876846,2126,1948,-178,0.16330669000475656,16.330669000475655,-0.083725306,-10.89973718,Brooklyn_39600,0.16744186,45.87476809,14000US36047039600,0.928074246,15.6,38.9,26189,0.522,979,0.6837481698389458,1942,0.674,130.18450131700527,212,170,0.06867073062444452,1.0356477472406171,52106.19191919192,2.0448232323232323,1674.0895338067305,502,25.320314085119524,30.73970821314047,0,0,0,12.981709444593188,10.409861347079442,0
69,399,3,Brooklyn,39900,3039900,E,BK78,Bushwick South,4002,1627809.30018616,6391.34880983405,3823,4378,555,0.15122836741519483,15.122836741519484,0.14517394716191473,36.699463829842,Brooklyn_39900,0.366573594,44.4106933,14000US36047039900,0.787878788,13.3,26.2,15984,0.452,836,0.7486486486486487,1939,2.381,252.79648688556034,148,131,0.19930822016628744,1.4048373666725447,55849.32010582011,2.5125661375661377,1791.1250329033955,397,33.238591672670026,26.251688541346443,2,2,1,9.786523687957867,8.66239596704379,1
70,404,3,Brooklyn,40400,3040400,E,BK29,Bensonhurst East,4017,1653839.81323242,7953.54165322255,2551,2812,261,0.1536466801687315,15.364668016873152,0.10231281850254802,16.987025018267584,Brooklyn_40400,0.305326744,46.41356383,14000US36047040400,0.815515245,3,25.5,26345,0.485,991,0.8571428571428571,1939,3.449,166.03027134712875,108,101,0.15599965640487456,0.7926198007895219,52317.630606860155,2.0349604221635884,1317.3393841166937,540,22.79840493,35.14556900331224,2,2,1,7.029113800662448,6.5735230913602525,1
71,413,3,Brooklyn,41300,3041300,E,BK78,Bushwick South,4002,1745182.93852234,5284.90284430664,3822,3951,129,0.16213273053754096,16.213273053754094,0.033751962323390894,7.95644405496093,Brooklyn_41300,0.454312115,48.06338028,14000US36047041300,0.736651584,7.2,39,16259,0.442,1020,0.6503728251864126,1939,1.727,235.73278432605173,191,166,0.2221187516450711,1.2634012907352927,44156.28421052632,2.296842105263158,1634.6929422548121,483,31.5113017721118,29.79040681043511,1,1,1,11.78047143021347,10.23852490793422,1
72,414.01,3,Brooklyn,41401,3041401,E,BK25,Homecrest,4016,1454192.08262634,5189.96844213611,1351,1480,129,0.13509880705223487,13.509880705223486,0.09548482605477424,9.548566920366898,Brooklyn_41401,0.086313194,56.03303303,14000US36047041401,0.71819788,13.6,25.6,22187,0.298,959,0.7976653696498055,1952,1.554,100.0008830187262,198,103,0.18887665865530265,0.791872841475976,112286.81553398058,2.051019417475728,2298.6367186575467,252,26.035939536626984,18.653014449088825,2,2,1,14.655939924284077,7.62404955657202,1
73,415,3,Brooklyn,41500,3041500,E,BK78,Bushwick South,4002,1750287.78860474,5326.72485969512,4064,4032,-32,0.16260698642474616,16.260698642474615,-0.007874016,-1.967935124,Brooklyn_41500,0.433718861,43.36271568,14000US36047041500,0.805858702,19.7,25.6,15740,0.468,1144,0.7145969498910676,1939,2.521,249.9277607534288,175,160,0.15652940477565364,1.2081918437173624,37806.144268774704,2.183300395256917,1486.787055894999,512,31.168516109296874,31.48696198468394,1,1,0,10.76214520960877,9.839675620213733,0
74,417,3,Brooklyn,41700,3041700,E,BK78,Bushwick South,4002,1519400.5851593,5025.01521984372,3609,3348,-261,0.14115687256305443,14.115687256305444,-0.072319202,-18.49006678,Brooklyn_41700,0.299353555,50.5596817,14000US36047041700,0.800734878,13.6,52.4,11578,0.427,703,0.37755102040816324,1971,3.4,255.67299235734117,174,154,0.13118717866461557,1.272188740779382,102275.36018957346,2.5971563981042656,2690.228102189781,237,32.81994382725738,16.789830753308358,0,0,0,12.326711185973224,10.909847831263658,0
75,419,3,Brooklyn,41900,3041900,E,BK78,Bushwick South,4002,1646861.67474365,5222.70030618672,3770,3880,110,0.1529983901687093,15.29983901687093,0.029177718832891247,7.189618131191083,Brooklyn_41900,0.364068441,42.88919778,14000US36047041900,0.8628331,6.1,47.7,13467,0.473,791,0.4556862745098039,1973,3.072,246.40782140536714,156,142,0.15503678610460905,1.084613484190559,54812.00304878049,2.408536585365854,1873.7,344,32.26640784642442,22.48389670117939,1,1,1,10.196185713325537,9.2811434057194,1
76,428,3,Brooklyn,42800,3042800,E,BK29,Bensonhurst East,4017,1773181.74861145,6669.6457886656,3857,4290,433,0.16473390399124954,16.473390399124952,0.11226341716359865,26.28481384275337,Brooklyn_42800,0.172136872,50.23881674,14000US36047042800,0.858661826,4.6,27.2,21397,0.437,1077,0.9295580110497238,1939,2.853,234.13516626212413,155,120,0.2705394183761072,1.3585661091243084,122704.79947229552,2.2097625329815305,2211.709850746269,555,23.861118027855856,33.69069672685478,2,2,1,9.409113500292777,7.284474967968602,1
77,429,3,Brooklyn,42900,3042900,E,BK77,Bushwick North,4002,1809836.5705719,5385.1709438211,5630,5556,-74,0.16813924691584126,16.813924691584123,-0.013143872,-4.401114038,Brooklyn_42900,0.59495388,45.3047289,14000US36047042900,0.626622296,8.2,33.1,14229,0.451,1004,0.9302098584675451,1939,2.141,334.84151399928567,100,88,0.25368716652188894,1.1855306759034092,74808.25207756233,2.9058171745152355,1737.4976167778836,379,37.66416679158311,22.540840818069142,1,1,0,5.94745140318447,5.233757234802334,0
78,430,3,Brooklyn,43000,3043000,E,BK29,Bensonhurst East,4017,1721309.64776611,6283.85111171488,3333,3842,509,0.15991483020641492,15.991483020641493,0.15271527152715272,31.82944316940416,Brooklyn_43000,0.244897959,49.42643764,14000US36047043000,0.747086247,9.3,14.2,20880,0.447,966,0.8796229151559101,1939,2.814,208.423446136786,37,32,0.1942274685939876,1.131616527672614,132054.8174904943,2.285171102661597,2479.414309484193,377,24.450917633129976,23.575049262996796,2,2,1,2.3137316252808526,2.0010651894320888,1
79,433,3,Brooklyn,43300,3043300,E,BK77,Bushwick North,4002,1810979.2850647,5387.20124760022,4064,3843,-221,0.16824540852036582,16.824540852036584,-0.054379921,-13.13557392,Brooklyn_43300,0.612479475,41.56545064,14000US36047043300,0.650125199,12,62.2,12351,0.496,861,0.5122116689280869,1957,7.132,241.55191132648704,77,77,0.4021832548712752,1.1441050835717126,128708.75172413792,2.43448275862069,2390.3909348441925,278,34.53558770820144,16.523482123219342,0,0,0,4.576647926215429,4.576647926215429,0
80,434,3,Brooklyn,43400,3043400,E,BK29,Bensonhurst East,4017,1509164.86262512,5543.21185712972,3433,3866,433,0.14020594323246152,14.020594323246153,0.12612875036411303,30.883141614195754,Brooklyn_43400,0.171341926,46.05925277,14000US36047043400,0.714790647,5.7,35.1,20589,0.445,1079,0.813622754491018,1939,1.284,244.85409968021713,125,85,0.11273145288218263,1.5058825425303903,75958.53453453454,2.3618618618618616,1910.69548633185,462,24.421337576406923,32.95152754216729,2,2,1,8.915456586084224,6.0625104785372725,1
81,435,3,Brooklyn,43500,3043500,E,BK77,Bushwick North,4002,1810895.33184814,5385.05187483241,4463,4709,246,0.16823760901468776,16.823760901468777,0.055119874523862876,14.622176423021044,Brooklyn_43500,0.485873606,46.97062212,14000US36047043500,0.712099276,10,45.3,12758,0.446,1262,0.8059125964010283,1939,4.993,265.27956656887363,29,29,0.2992614756017772,1.200032519034916,51661.52043010753,2.410752688172043,1719.1739518287243,475,32.12573135214737,28.233877239573154,2,1,1,1.7237525051528872,1.7237525051528872,1
82,436,3,Brooklyn,43600,3043600,E,BK29,Bensonhurst East,4017,1480301.62287903,5828.14337957929,4160,4694,534,0.13752446167033053,13.752446167033051,0.1283653846153846,38.82945575748471,Brooklyn_43600,0.338912134,49.40837838,14000US36047043600,0.645153881,10.4,40.2,17547,0.496,1060,0.8839611178614823,1939,2.545,302.4916403579333,98,25,0.13638914203213157,1.524175464105426,80062.64601769911,2.24188790560472,2133.8473684210526,495,23.423348273050504,35.99359662912908,2,2,1,7.126004989201313,1.8178584156125799,1
83,439,3,Brooklyn,43900,3043900,E,BK77,Bushwick North,4002,2152392.70335388,8162.50363620465,3829,4097,268,0.1999637393196855,19.99637393196855,0.06999216505615043,13.402429906131319,Brooklyn_43900,0.441083521,50.18309859,14000US36047043900,0.726379659,5.2,47.8,14169,0.438,1080,0.9189614476789929,1939,3.751,191.48471683051054,102,85,0.32493438645910244,0.9245204713558202,51158.25806451613,2.1591397849462366,1805.1623505976095,484,29.090854653884296,24.204388337938653,2,2,1,5.100924815020129,4.250770679183441,1
84,440,3,Brooklyn,44000,3044000,E,BK46,Ocean Parkway South,4014,2173529.71687317,6721.5084653853,2880,2878,-2,0.20192743128666812,20.192743128666812,-0.000694444,-0.099045483,Brooklyn_44000,0.122795558,48.62616822,14000US36047044000,0.880147059,4.7,46.1,23781,0.48,1172,0.8251599147121536,1942,0.792,142.62549578573015,409,303,0.13871264117721135,0.9311649089916014,59551.03140096618,2.125,1632.050014208582,599,23.647203480684475,29.66412221376818,1,1,0,20.254801311237372,15.005390702457026,0
85,441,3,Brooklyn,44100,3044100,E,BK77,Bushwick North,4002,1528572.609,5513.91065013029,5643,5526,-117,0.14200898112876562,14.200898112876562,-0.020733652,-8.23891553,Brooklyn_44100,0.545804465,45.08041612,14000US36047044100,0.496089049,3.3,38.5,12390,0.421,1085,0.8266090297790586,1939,4.577,397.36923363200884,116,108,0.2569246523914915,1.5286666457007403,57450.356060606064,2.878787878787879,1593.756140350877,421,35.43399880135392,29.646012291170603,1,1,0,8.16849744839855,7.605152796784858,0
86,442,3,Brooklyn,44200,3044200,I,BK46,Ocean Parkway South,4014,1969035.97538757,6808.86921970429,2658,2631,-27,0.18292934922143142,18.292934922143143,-0.010158014,-1.475979667,Brooklyn_44200,0.087508821,38.49352052,14000US36047044200,0.874048706,3.4,33.5,20172,0.451,1314,0.764021164021164,1939,1.531,145.30199835689336,348,195,0.06995247376054449,1.0112847760026453,74369.10054347826,2.255434782608696,1745.1963855421686,501,25.42516554329341,27.387622715125495,1,1,0,19.023737933859625,10.659853152593756,0
87,443,3,Brooklyn,44300,3044300,E,BK77,Bushwick North,4002,1805749.90344238,5552.172951,5557,5195,-362,0.16775958327950743,16.775958327950743,-0.065143063,-21.578499,Brooklyn_44300,0.484171849,38.90168539,14000US36047044300,0.59506133,3.5,24.7,14956,0.438,1089,0.970726607422896,1939,2.027,331.2478423805677,240,221,0.5344227313104636,1.270034749978801,121407.99775784754,2.6412556053811658,1794.6460101867572,477,33.91342457809225,28.433547024569155,0,0,0,14.30618718217316,13.173614030251118,0
88,444,3,Brooklyn,44400,3044400,E,BK46,Ocean Parkway South,4014,1878089.9389801,6032.53550589388,3336,3260,-76,0.17448018960106823,17.448018960106825,-0.022781775,-4.355795358,Brooklyn_44400,0.147821577,42.17522936,14000US36047044400,0.876184254,4.5,31.5,21565,0.454,1100,0.82461786001609,1939,0.63,191.19649099576492,229,182,0.056656008261677986,1.1317407947016658,67078.53157894737,2.1736842105263157,1780.4673123486682,557,23.654561081526033,31.923394929448758,1,1,0,13.124699172071391,10.430983621471587,0
89,446,3,Brooklyn,44600,3044600,E,BK88,Borough Park,4014,1519496.00715637,6573.68896378136,1909,2026,117,0.14116573755284823,14.116573755284824,0.061288632792037716,8.288130110622536,Brooklyn_44600,0.274857955,35.12550201,14000US36047044600,0.749178532,3.2,22.1,30837,0.461,1231,0.6587183308494784,1948,1.913,135.23111436904634,156,76,0.40957821084683704,0.7384288712091178,111225.25842696629,2.161985018726592,1915.0697271546123,360,23.00124405533333,25.501938801915497,2,2,1,11.050840147496714,5.383742635959938,1
90,452,3,Brooklyn,45200,3045200,E,BK46,Ocean Parkway South,4014,2005613.11645508,7171.83871527003,2701,2618,-83,0.1863274753580263,18.63274753580263,-0.030729359,-4.454522868,Brooklyn_45200,0.122077922,44.72704082,14000US36047045200,0.987431265,3.2,20.9,27937,0.46,1231,0.8004434589800443,1942,0.644,144.95983454989968,367,254,0.04744930303726749,1.0792101963094987,76498.4010989011,2.243131868131868,1757.7109614206981,506,25.269246751027666,27.15648881238402,1,1,0,19.69650473151173,13.631913356414113,0
91,454,3,Brooklyn,45400,3045400,E,BK46,Ocean Parkway South,4014,1423881.81465149,6358.01247405465,1852,2036,184,0.1322828922265674,13.228289222656738,0.09935205183585313,13.90958399101633,Brooklyn_45400,0.076004343,34.35968379,14000US36047045400,0.90557377,16.3,32.2,23936,0.418,1145,0.8725663716814159,1939,2.57,140.00298669218608,150,102,0.33382710644352653,0.7674817465116205,80559.8152866242,2.1480891719745223,1536.5307635285396,414,24.99016220173913,31.29656397978674,2,2,1,11.339334775285051,7.710747647193835,1
92,470,3,Brooklyn,47000,3047000,E,BK88,Borough Park,4014,1966226.10787964,7325.24788028493,2886,2823,-63,0.1826683041003422,18.26683041003422,-0.021829522,-3.448874194,Brooklyn_47000,0.152202937,28.48516129,14000US36047047000,0.983017817,11,39.2,14200,0.45,1244,0.6450060168471721,1939,2.08,157.99128448768434,257,88,0.26031282567357783,1.0056725483423612,74477.70737327189,2.1785714285714284,1794.8619777895294,511,26.636800191996088,27.974201792517913,1,1,0,14.069216948487481,4.817475064073535,0
93,472,3,Brooklyn,47200,3047200,E,BK88,Borough Park,4014,1850619.20451355,6789.74047826523,3141,3099,-42,0.17192807595692233,17.192807595692233,-0.013371538,-2.442881988,Brooklyn_47200,0.219641672,41.57995227,14000US36047047200,0.966998755,7.4,0,16215,0.407,1592,0.553770086526576,1955,1.396,182.69267439408776,307,40,0.2542121111494405,1.1219722932390217,113804.7374301676,2.2472067039106145,2122.3654443753885,459,27.627550458061002,26.697210298276435,1,1,0,17.856304055709945,2.326554274359602,0
94,476,3,Brooklyn,47600,3047600,E,BK88,Borough Park,4014,2236222.55751038,7553.38087076231,3646,4054,408,0.20775178426038685,20.775178426038682,0.11190345584201865,19.638820501711358,Brooklyn_47600,0.19369895,29.8147914,14000US36047047600,0.972230517,13.6,34.2,14790,0.49,1100,0.5515320334261838,1951,2.407,175.4978910520579,267,87,0.2264716537688383,1.0957678469367602,73186.88259109312,2.2975708502024292,1781.4678414096916,614,27.599257215700327,29.554499480516604,2,2,1,12.851875181266992,4.187689665806099,1
95,495,3,Brooklyn,49500,3049500,I,BK90,East Williamsburg,4001,1389722.78894043,4737.97835927728,2603,3114,511,0.12910941626093275,12.910941626093276,0.19631194775259317,39.57883280699361,Brooklyn_49500,0.287855297,38.49771689,14000US36047049500,0.845163807,3.9,17.7,30146,0.401,1267,0.8086522462562395,1939,4.415,201.61194089355064,129,96,0.41351035068121844,1.2074195107623495,79316.5655737705,2.6987704918032787,1419.1222475322704,397,34.96015607831234,30.74911276786001,2,2,1,9.991525307440657,7.43555371716514,1
96,503,3,Brooklyn,50300,3050300,E,BK90,East Williamsburg,4001,1348755.3581543,5030.78800733758,2582,2759,177,0.12530341903860892,12.530341903860892,0.06855151045701006,14.125711920555188,Brooklyn_50300,0.177178623,35.18317175,14000US36047050300,0.931235431,4.7,18.2,31152,0.354,1451,0.9253486464315013,1939,2.554,206.05982021962427,194,137,0.2730493070840744,1.2106823308142585,52928.18961038961,2.683766233766234,1264.359061214614,417,33.63399648340528,33.27921960944358,2,2,1,15.482418715184783,10.93346063907379,1
97,505,3,Brooklyn,50500,3050500,E,BK90,East Williamsburg,4001,1823285.64358521,6040.68193120476,4163,4567,404,0.16938870614599674,16.938870614599676,0.09704539995195773,23.85046849887329,Brooklyn_50500,0.354630294,37.96023857,14000US36047050500,0.888768313,10.1,42.4,17391,0.501,822,0.5478455512031337,1955,3.778,245.76609000200372,223,182,0.58138043932515,1.2487603044998465,262814.28350515466,3.082474226804124,3976.458193979933,207,41.30816508531401,12.22041331501676,2,2,1,13.164986324873128,10.744517987116184,1
98,510.01,3,Brooklyn,51001,3051001,E,BK42,Flatbush,4015,828176.540924072,3652.72638081257,3926,3740,-186,0.07694008518146907,7.694008518146907,-0.047376465,-24.17465481,Brooklyn_51001,0.131848552,56.40129683,14000US36047051001,0.811111111,15.3,39.1,16359,0.462,997,0.9407356948228883,1939,4.289,510.2671761722422,75,32,0.43376562831904986,2.7744427755857037,408138.4202898551,3.63768115942029,6799.446215139442,71,44.92760563380282,9.2279596302163,1,0,0,9.74784467980595,4.159080396717206,0
